Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
byungsoo-oh ml-systems-papers,Curated collection of papers in machine learning systems,[],33,471,44,0,2,0,https://github.com/byungsoo-oh/ml-systems-papers
jankrepl mltype,Command line tool for improving typing skills (programmers friendly),"['Python', 'Dockerfile']",30,470,59,0,4,0,https://github.com/jankrepl/mltype
loglabs mltrace,Coarse-grained lineage and tracing for machine learning pipelines.,"['Python', 'JavaScript', 'HTML', 'CSS', 'Dockerfile', 'Mako', 'Shell']",28,470,775,1,8,0,https://github.com/loglabs/mltrace
Niketkumardheeryan ML-CaPsule,"ML-capsule is a Project for beginners and experienced data science Enthusiasts who don't have a mentor or guidance and wish to learn Machine learning. Using our repo they can learn ML, DL, and many related technologies with different real-world projects and become Interview ready.","['Jupyter Notebook', 'Python', 'HTML', 'PureBasic', 'JavaScript', 'CSS']",357,469,1472,16,150,0,https://github.com/Niketkumardheeryan/ML-CaPsule
chekoduadarsh BlocklyML,BlocklyML is a simple visual programming Tool for python and ML. 🧩 🖥️,"['JavaScript', 'HTML', 'Python', 'Shell', 'CSS', 'Dockerfile']",47,469,289,0,3,1,https://github.com/chekoduadarsh/BlocklyML
spotify featran,A Scala feature transformation library for data science and machine learning,"['Scala', 'Java', 'Other']",68,469,798,1,22,39,https://github.com/spotify/featran
D7EAD liboai,A C++17 library to access the entire OpenAI API.,"['C++', 'CMake', 'Nix']",84,469,433,1,13,4,https://github.com/D7EAD/liboai
tunguz ML_Resources,GitHub Repo with various ML/AI/DS resources that I find useful,[],37,465,113,1,3,0,https://github.com/tunguz/ML_Resources
cloudxlab ml,Machine Learning Projects and Learning Content,['Jupyter Notebook'],452,464,410,8,8,0,https://github.com/cloudxlab/ml
codam-coding-college MLX42,"Codam's own fixed, functioning and open source alternative of the miniLibX. MLX42 is a simple cross-platform graphics library running on GLFW and OpenGL.","['C', 'C++', 'Python', 'CMake', 'JavaScript', 'HTML', 'Other']",72,464,686,1,31,15,https://github.com/codam-coding-college/MLX42
kochlisGit ProphitBet-Soccer-Bets-Predictor,"ProphitBet is a Machine Learning Soccer Bet prediction application. It analyzes the form of teams, computes match statistics and predicts the outcomes of a match using Advanced Machine Learning (ML) methods. The supported algorithms in this application are Neural Networks, Random Forests & Ensembl Models.","['Python', 'Other']",151,464,289,2,2,0,https://github.com/kochlisGit/ProphitBet-Soccer-Bets-Predictor
imxieyi waifu2x-mac,"Waifu2x-ios port to macOS, still in Core ML and Metal","['Swift', 'Shell', 'Metal', 'Objective-C']",44,463,48,0,4,0,https://github.com/imxieyi/waifu2x-mac
xorq-labs xorq,a compute manifest and tools for ML,"['Python', 'Nix', 'Other']",22,462,1093,21,14,24,https://github.com/xorq-labs/xorq
HariSekhon SQL-scripts,"100+ SQL Scripts - PostgreSQL, MySQL, Oracle, Google BigQuery, MariaDB, AWS Athena. DBA, Analytics, DevOps, performance engineering. Google BigQuery ML machine learning classification.","['Shell', 'Makefile', 'Ruby']",135,462,1123,0,0,0,https://github.com/HariSekhon/SQL-scripts
kyegomez MultiModalMamba,"A novel implementation of fusing ViT with Mamba into a fast, agile, and high performance Multi-Modal Model. Powered by Zeta, the simplest AI framework ever.","['Python', 'Shell']",25,462,46,5,2,0,https://github.com/kyegomez/MultiModalMamba
vanderschaarlab mlforhealthlabpub,Machine Learning and Artificial Intelligence for Medicine.,"['Python', 'Jupyter Notebook', 'CSS', 'MATLAB', 'R', 'Shell', 'Other']",185,460,60,2,3,0,https://github.com/vanderschaarlab/mlforhealthlabpub
kyegomez Gemini,"The open source implementation of Gemini, the model that will ""eclipse ChatGPT"" by Google",['Python'],60,459,149,6,2,0,https://github.com/kyegomez/Gemini
riccardomusmeci mlx-llm,Large Language Models (LLMs) applications and tools running on Apple Silicon in real-time with Apple MLX.,"['Python', 'Makefile']",28,458,198,0,3,0,https://github.com/riccardomusmeci/mlx-llm
pratikratadiya awesome-ml-internships,List of companies offering Machine learning and Data Science internships,[],39,457,8,0,2,0,https://github.com/pratikratadiya/awesome-ml-internships
encord-team encord-active,"The toolkit to test, validate, and evaluate your models and surface, curate, and prioritize the most valuable data for labeling.","['Python', 'TypeScript', 'Dockerfile', 'CSS', 'JavaScript', 'Mako']",29,456,656,5,17,74,https://github.com/encord-team/encord-active
JsonChao ML-Roadmap,🤖 Roadmap to becoming a Machine Learning developer in 2020,[],96,455,18,0,0,0,https://github.com/JsonChao/ML-Roadmap
meta-pytorch torchft,"Fault tolerance for PyTorch (HSDP, LocalSGD, DiLoCo, Streaming DiLoCo)","['Python', 'Rust', 'Other']",52,455,306,23,26,0,https://github.com/meta-pytorch/torchft
molon MLTransition,"iOS7+, pop ViewController with pan gesture from middle or edge of screen.","['Objective-C', 'Ruby']",84,451,62,0,2,5,https://github.com/molon/MLTransition
ml-explore mlx-data,Efficient framework-agnostic data loading,"['C++', 'Python', 'CMake', 'Shell']",51,450,86,2,19,0,https://github.com/ml-explore/mlx-data
jacbz Lofi,ML-supported lo-fi music generator,"['TypeScript', 'Python', 'SCSS', 'HTML', 'Other']",112,449,163,1,6,0,https://github.com/jacbz/Lofi
e-tornike best-of-ml-rust,🏆 A ranked list of awesome machine learning Rust libraries.,[],25,447,211,83,3,31,https://github.com/e-tornike/best-of-ml-rust
CycloneDX specification,"OWASP CycloneDX is a full-stack Bill of Materials (BOM) standard that provides advanced supply chain capabilities for cyber risk reduction. SBOM, SaaSBOM, HBOM, AI/ML-BOM, CBOM, OBOM, MBOM, VDR, and VEX","['XSLT', 'Java', 'HTML', 'Shell', 'JavaScript', 'CSS', 'Other']",78,447,1408,20,30,9,https://github.com/CycloneDX/specification
aporia-ai mlplatform-workshop,"🍫 Example code for a basic ML Platform based on Pulumi, FastAPI, DVC, MLFlow and more","['TypeScript', 'Python', 'Makefile', 'Dockerfile']",70,444,19,0,0,0,https://github.com/aporia-ai/mlplatform-workshop
RayFernando1337 MLX-Auto-Subtitled-Video-Generator,Generate accurate transcripts using Apple's MLX framework,['Python'],42,444,83,1,6,0,https://github.com/RayFernando1337/MLX-Auto-Subtitled-Video-Generator
caicloud mlsys-ladder,"Learning Machine Learning, The Chinese Taoist Way",[],62,443,9,0,3,0,https://github.com/caicloud/mlsys-ladder
awslabs graphstorm,Enterprise graph machine learning framework for billion-scale graphs for ML scientists and data scientists.,"['Python', 'Shell']",69,442,806,14,25,13,https://github.com/awslabs/graphstorm
KevinMusgrave powerful-benchmarker,A library for ML benchmarking. It's powerful.,"['Jupyter Notebook', 'Python', 'Shell']",43,439,895,1,0,0,https://github.com/KevinMusgrave/powerful-benchmarker
princeton-nlp WebShop,[NeurIPS 2022] 🛒WebShop: Towards Scalable Real-World Web Interaction with Grounded Language Agents,"['Python', 'HTML', 'Shell', 'CSS']",87,439,26,1,6,0,https://github.com/princeton-nlp/WebShop
basalt-org basalt,A Machine Learning framework from scratch in Pure Mojo 🔥,"['Mojo', 'Python']",29,439,711,5,7,1,https://github.com/basalt-org/basalt
agencyenterprise PromptInject,PromptInject is a framework that assembles prompts in a modular fashion to provide a quantitative analysis of the robustness of LLMs to adversarial prompt attacks. 🏆 Best Paper Awards @ NeurIPS ML Safety Workshop 2022,"['Python', 'Jupyter Notebook']",42,438,2,0,0,0,https://github.com/agencyenterprise/PromptInject
mvirgo MLND-Capstone,Lane Detection with Deep Learning - My Capstone project for Udacity's ML Nanodegree,['Python'],179,436,89,0,2,0,https://github.com/mvirgo/MLND-Capstone
everpeace ml-class-assignments,Programming Exercises on http://ml-class.org,['MATLAB'],377,435,39,2,3,0,https://github.com/everpeace/ml-class-assignments
mlcommons tiny,MLPerf® Tiny is an ML benchmark suite for extremely low-power systems such as microcontrollers,"['C', 'C++', 'Jupyter Notebook', 'Python', 'CSS', 'Assembly', 'Other']",108,435,248,9,20,0,https://github.com/mlcommons/tiny
Demfier multimodal-speech-emotion-recognition,Lightweight and Interpretable ML Model for Speech Emotion Recognition and Ambiguity Resolution (trained on IEMOCAP dataset),"['Jupyter Notebook', 'Python']",90,435,66,2,2,0,https://github.com/Demfier/multimodal-speech-emotion-recognition
Anfany Machine-Learning-for-Beginner-by-Python3,为机器学习的入门者提供多种基于实例的sklearn、TensorFlow以及自编函数(AnFany)的ML算法程序。,['Python'],249,435,1777,1,0,0,https://github.com/Anfany/Machine-Learning-for-Beginner-by-Python3
bodywork-ml bodywork-core,ML pipeline orchestration and model deployments on Kubernetes.,"['Python', 'Other']",22,434,946,0,2,0,https://github.com/bodywork-ml/bodywork-core
pikatchu LinearML,Functional language for parallel programming,"['OCaml', 'C', 'Other']",38,433,237,2,5,0,https://github.com/pikatchu/LinearML
ezelikman parsel,Code for Parsel 🐍 - generate complex programs with language models,"['Python', 'Jupyter Notebook', 'Scheme', 'Lean']",37,433,14,1,0,0,https://github.com/ezelikman/parsel
lucidrains g-mlp-pytorch,"Implementation of gMLP, an all-MLP replacement for Transformers, in Pytorch",['Python'],58,429,32,0,0,22,https://github.com/lucidrains/g-mlp-pytorch
tensorflow tflite-support,TFLite Support is a toolkit that helps users to develop ML and deploy TFLite models onto mobile / ioT devices.,"['C++', 'Java', 'Python', 'Starlark', 'Objective-C', 'C', 'Other']",141,429,2227,16,61,11,https://github.com/tensorflow/tflite-support
fatosmorina machine-learning-exams,"This repository contains links to machine learning exams, homework assignments, and exercises that can help you test your understanding.",[],84,428,6,1,3,0,https://github.com/fatosmorina/machine-learning-exams
fmind cookiecutter-mlops-package,Start building and deploying Python packages and Docker images for MLOps tasks.,"['Just', 'Python', 'Dockerfile']",57,427,7,0,0,3,https://github.com/fmind/cookiecutter-mlops-package
preternatural-explore mlx-swift-chat,A multi-platform SwiftUI frontend for running local LLMs with Apple's MLX framework.,['Swift'],29,427,17,1,5,0,https://github.com/preternatural-explore/mlx-swift-chat
minoki LunarML,The Standard ML compiler that produces Lua/JavaScript,"['Standard ML', 'Lua', 'JavaScript', 'Haskell', 'Makefile', 'Dockerfile']",12,427,1168,1,3,4,https://github.com/minoki/LunarML
AndreWeiner ml-cfd-lecture,Lecture material for machine learning applied to computational fluid mechanics,"['Jupyter Notebook', 'Other']",137,426,79,0,2,0,https://github.com/AndreWeiner/ml-cfd-lecture
VivekPanyam carton,Run any ML model from any programming language.,"['Rust', 'Python', 'C++', 'JavaScript', 'C', 'Dockerfile']",11,425,175,6,2,0,https://github.com/VivekPanyam/carton
Autodesk XLB,XLB: Accelerated Lattice Boltzmann (XLB) for Physics-based ML,['Python'],65,423,359,2,9,2,https://github.com/Autodesk/XLB
georgestein ml-in-cosmology,A comprehensive list of published machine learning applications to cosmology,[],50,423,105,0,4,1,https://github.com/georgestein/ml-in-cosmology
the-palindrome mlfz,An educational machine learning library.,['Python'],25,422,17,0,2,6,https://github.com/the-palindrome/mlfz
ashishpatel26 ResourceBank_CV_NLP_MLOPS_2022,"This repository offers a goldmine of materials for students of computer vision, natural language processing, and machine learning operations.",['Jupyter Notebook'],92,422,41,1,2,0,https://github.com/ashishpatel26/ResourceBank_CV_NLP_MLOPS_2022
noahgift Python-MLOps-Cookbook,"This is an example of a Containerized Flask Application that can deploy to many target environments including: AWS, GCP and Azure.","['Jupyter Notebook', 'Python', 'Shell', 'Other']",329,420,102,1,4,0,https://github.com/noahgift/Python-MLOps-Cookbook
katanaml katana-skipper,Simple and flexible ML workflow engine,"['Python', 'PureBasic', 'JavaScript', 'Shell', 'Dockerfile']",80,420,435,0,3,2,https://github.com/katanaml/katana-skipper
LiuChuang0059 100days-ML-code,100天机器学习 （翻译+ 实操）,"['Jupyter Notebook', 'Python']",118,419,61,0,0,0,https://github.com/LiuChuang0059/100days-ML-code
apachecn fastai-ml-dl-notes-zh,📖 [译] fast.ai 机器学习和深度学习中文笔记,"['HTML', 'CSS']",108,419,60,1,4,0,https://github.com/apachecn/fastai-ml-dl-notes-zh
ylongqi openrec,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms,"['Python', 'Jupyter Notebook']",83,418,213,1,9,0,https://github.com/ylongqi/openrec
oneil512 INSIGHT,INSIGHT is an autonomous AI that can do medical research!,['Python'],60,418,112,0,2,0,https://github.com/oneil512/INSIGHT
msaroufim ml-design-patterns,Software Architecture for ML engineers,[],32,417,15,0,2,0,https://github.com/msaroufim/ml-design-patterns
thautwarm MLStyle.jl,Julia functional programming infrastructures and metaprogramming facilities,"['Julia', 'Shell']",38,417,461,2,23,35,https://github.com/thautwarm/MLStyle.jl
AstronomerAmber ML_prep,Machine Learning interview prep guide,"['Jupyter Notebook', 'Python']",88,416,79,0,2,0,https://github.com/AstronomerAmber/ML_prep
ggozad haiku.rag,"Opinionated agentic RAG powered by LanceDB, Pydantic AI, and Docling","['Python', 'Other']",21,416,718,2,5,62,https://github.com/ggozad/haiku.rag
thibaultcha lua-resty-mlcache,Layered caching library for OpenResty,"['Perl', 'Lua']",81,415,211,0,15,15,https://github.com/thibaultcha/lua-resty-mlcache
MuLabPKU TransMLA,TransMLA: Multi-Head Latent Attention Is All You Need (NeurIPS 2025 Spotlight),"['Python', 'Shell']",24,415,86,0,4,0,https://github.com/MuLabPKU/TransMLA
blackportal-ai delta,An Open-Source Machine Learning Framework in Rust Δ,['Rust'],33,415,639,2,11,0,https://github.com/blackportal-ai/delta
dotnet-architecture eShopOnContainersAI,"eShopOnContainers with AI, ML and Bots features","['JavaScript', 'C#', 'PowerShell', 'HTML', 'CSS', 'TypeScript', 'Other']",158,414,2994,2,9,0,https://github.com/dotnet-architecture/eShopOnContainersAI
Skylark0924 Machine-Learning-is-ALL-You-Need,"🔥🌟《Machine Learning 格物志》: ML + DL + RL basic codes and notes by sklearn, PyTorch, TensorFlow, Keras & the most important, from scratch!💪 This repository is ALL You Need!","['Python', 'Makefile', 'C++', 'C', 'CMake', 'Shell']",97,414,130,0,0,0,https://github.com/Skylark0924/Machine-Learning-is-ALL-You-Need
Bismuth-Consultancy-BV MLOPs,Machine Learning Toolset for Houdini,"['Python', 'Shell']",62,413,607,4,11,3,https://github.com/Bismuth-Consultancy-BV/MLOPs
george0st qgate-model,"ML/AI meta-model, used in MLRun/Iguazio/Nuclio, see qgate-sln-<MLRun | solution>","['Python', 'Other']",21,413,1080,0,0,34,https://github.com/george0st/qgate-model
neelguha legal-ml-datasets,A collection of datasets and tasks for legal machine learning,['Python'],44,412,23,2,4,0,https://github.com/neelguha/legal-ml-datasets
Gautam-J Machine-Learning,"Implementation of different ML Algorithms from scratch, written in Python 3.x",['Python'],97,412,105,1,2,0,https://github.com/Gautam-J/Machine-Learning
MCarlomagno FaceRecognitionAuth,😀🤳 Simple face recognition authentication (Sign up + Sign in) written in Flutter using Tensorflow Lite and Firebase ML vision library.,"['Dart', 'Ruby', 'Batchfile', 'Other']",200,408,59,0,4,1,https://github.com/MCarlomagno/FaceRecognitionAuth
dask-contrib dask-sql,Distributed SQL Engine in Python using Dask,"['Python', 'Rust', 'Jupyter Notebook', 'Other']",72,408,650,20,28,45,https://github.com/dask-contrib/dask-sql
svpino ml.school,Machine Learning School,"['Jupyter Notebook', 'Python', 'Just', 'Nix', 'Dockerfile', 'HTML', 'Shell']",1222,407,747,0,12,1,https://github.com/svpino/ml.school
onnx onnx-coreml,ONNX to Core ML Converter,"['Python', 'Shell']",80,407,659,3,19,10,https://github.com/onnx/onnx-coreml
tobegit3hub ml_implementation,Implementation of Machine Learning Algorithms,['Python'],187,407,33,0,3,0,https://github.com/tobegit3hub/ml_implementation
GoogleCloudPlatform mlops-with-vertex-ai,"An end-to-end example of MLOps on Google Cloud using TensorFlow, TFX, and Vertex AI","['Jupyter Notebook', 'Python', 'HCL', 'Dockerfile']",146,407,61,2,3,0,https://github.com/GoogleCloudPlatform/mlops-with-vertex-ai
MegEngine MegFlow,Efficient ML solution for long-tailed demands.,"['Rust', 'Python', 'JavaScript', 'HTML', 'CSS', 'Shell']",40,407,87,20,8,0,https://github.com/MegEngine/MegFlow
FirebaseExtended mlkit-custom-image-classifier,Easily collect data and train image classification models.,"['Dart', 'Java', 'Objective-C', 'TypeScript', 'Ruby', 'JavaScript', 'Swift']",65,407,47,16,8,0,https://github.com/FirebaseExtended/mlkit-custom-image-classifier
uber-research differentiable-plasticity,"Implementations of the algorithms described in Differentiable plasticity: training plastic networks with gradient descent, a research paper from Uber AI Labs.","['Python', 'Jupyter Notebook', 'Shell']",71,407,48,0,2,0,https://github.com/uber-research/differentiable-plasticity
uci-ml-repo ucimlrepo,Python package for dataset imports from UCI ML Repository,"['Jupyter Notebook', 'Python']",184,406,57,4,3,0,https://github.com/uci-ml-repo/ucimlrepo
AlexIoannides kubernetes-mlops,"MLOps tutorial using Python, Docker and Kubernetes.","['Python', 'Dockerfile']",111,405,44,6,0,0,https://github.com/AlexIoannides/kubernetes-mlops
meta-pytorch torchx,TorchX is a universal job launcher for PyTorch applications. TorchX is designed to have fast iteration time for training/research and support for E2E production ML pipelines when you're ready.,"['Python', 'Other']",146,405,886,51,89,15,https://github.com/meta-pytorch/torchx
RiccardoBiosas awesome-MLSecOps,"A curated list of MLSecOps tools, articles and other resources on security applied to Machine Learning and MLOps systems.",[],63,404,63,0,9,0,https://github.com/RiccardoBiosas/awesome-MLSecOps
memoiry LightML.jl,Minimal and clean examples of machine learning algorithms implemented in Julia,['Julia'],69,404,73,0,3,0,https://github.com/memoiry/LightML.jl
pranavjad mlx-gpt2,gpt-2 from scratch in mlx,['Python'],30,404,6,0,0,0,https://github.com/pranavjad/mlx-gpt2
Varal7 ml-tutorial,Introduction to ML packages for the 6.86x course,['Jupyter Notebook'],401,403,12,4,2,0,https://github.com/Varal7/ml-tutorial
microsoft AzureML-BERT,End-to-End recipes for pre-training and fine-tuning BERT using Azure Machine Learning Service,"['Jupyter Notebook', 'Python']",125,402,95,4,15,0,https://github.com/microsoft/AzureML-BERT
ClimbsRocks machineJS,[UNMAINTAINED] Automated machine learning- just give it a data file! Check out the production-ready version of this project at ClimbsRocks/auto_ml,"['Python', 'JavaScript']",63,402,573,0,4,0,https://github.com/ClimbsRocks/machineJS
mirth chonky,Fully neural approach for text chunking,['Python'],16,402,43,0,2,0,https://github.com/mirth/chonky
ultralytics yolo-ios-app,Ultralytics YOLO iOS App source code for running YOLO in your own iOS apps 🌟,"['Swift', 'Shell']",78,402,116,4,14,5,https://github.com/ultralytics/yolo-ios-app
artix41 awesome-quantum-ml,Curated list of awesome papers and resources in quantum machine learning,[],87,400,59,1,4,0,https://github.com/artix41/awesome-quantum-ml
google-coral pycoral,Python API for ML inferencing and transfer-learning on Coral devices,"['Python', 'C++', 'Batchfile', 'Makefile', 'Starlark', 'Shell', 'Other']",164,398,13,1,6,3,https://github.com/google-coral/pycoral
facebookresearch deepfloat,"An exploration of log domain ""alternative floating point"" for hardware ML/AI accelerators.","['SystemVerilog', 'C++', 'Python', 'C', 'Shell']",40,398,6,2,0,0,https://github.com/facebookresearch/deepfloat
airyhq airy,💬 Open Source App Framework to build streaming apps with real-time data - 💎 Build real-time data pipelines and make real-time data universally accessible - 🤖 Join historical and real-time data in the stream to create smarter ML and AI applications. - ⚡ Standardize complex data ingestion and stream data to apps with pre-built connectors,"['Java', 'TypeScript', 'Starlark', 'SCSS', 'Go', 'HCL', 'Other']",49,398,3032,20,23,72,https://github.com/airyhq/airy
AmusementClub vs-mlrt,"Efficient CPU/GPU ML Runtimes for VapourSynth (with built-in support for waifu2x, DPIR, RealESRGANv2/v3, Real-CUGAN, RIFE, SCUNet, ArtCNN and more!)","['C++', 'Python', 'CMake']",28,396,598,0,12,54,https://github.com/AmusementClub/vs-mlrt
janosh diagrams,Diagrams of concepts in physics/chemistry/ML,"['Typst', 'TeX', 'Svelte', 'Python', 'TypeScript', 'CSS', 'Other']",53,395,277,0,10,2,https://github.com/janosh/diagrams
thoughtworks mlops-platforms,"Compare MLOps Platforms. Breakdowns of SageMaker, VertexAI, AzureML, Dataiku, Databricks, h2o, kubeflow, mlflow...",[],34,395,50,0,2,0,https://github.com/thoughtworks/mlops-platforms
diankun-wu Spatial-MLLM,Official implementation of Spatial-MLLM: Boosting MLLM Capabilities in Visual-based Spatial Intelligence,"['Python', 'Shell']",12,395,14,0,2,0,https://github.com/diankun-wu/Spatial-MLLM
YuvrajSingh-mist Paper-Replications,A repository consisting of paper/architecture replications of classic/SOTA AI/ML papers in pytorch,"['Jupyter Notebook', 'Roff', 'Python', 'Shell']",42,394,317,0,0,0,https://github.com/YuvrajSingh-mist/Paper-Replications
s1ddok Alloy,Make usage of Metal API a pleasure,"['Swift', 'Metal', 'Objective-C', 'C']",27,394,242,4,3,40,https://github.com/s1ddok/Alloy
fastmachinelearning hls4ml-tutorial,Tutorial notebooks for hls4ml,"['Jupyter Notebook', 'Python']",171,393,159,4,17,0,https://github.com/fastmachinelearning/hls4ml-tutorial
varunkashyapks Books,Books related to AI/ML/DL/GENAI,[],113,388,34,0,0,0,https://github.com/varunkashyapks/Books
Sierkinhane CS229-ML-Implementation,Implementation of algorithms introduced in CS229.,['Python'],131,388,60,0,2,0,https://github.com/Sierkinhane/CS229-ML-Implementation
aparsoft yolov8-streamlit-detection-tracking,Object detection and tracking algorithm implemented for Real-Time video streams and static images.,['Python'],160,388,112,0,2,0,https://github.com/aparsoft/yolov8-streamlit-detection-tracking
shu223 MLModelCamera,A camera app to test .mlmodel files.,['Swift'],34,387,22,0,2,0,https://github.com/shu223/MLModelCamera
azihsoyn flutter_mlkit,A Flutter plugin to use the Firebase ML Kit.,"['Dart', 'Java', 'Objective-C', 'Ruby']",86,387,69,2,14,0,https://github.com/azihsoyn/flutter_mlkit
KeenS webml,A Standard ML Compiler for the Web,"['Rust', 'Standard ML', 'HTML']",11,387,407,1,0,0,https://github.com/KeenS/webml
senstella csm-mlx,An implementation of the CSM(Conversation Speech Model) for Apple Silicon using MLX.,['Python'],33,386,116,0,5,0,https://github.com/senstella/csm-mlx
AutoLLM ArxivDigest,ArXiv Digest and Personalized Recommendations using Large Language Models,['Python'],83,386,76,2,6,0,https://github.com/AutoLLM/ArxivDigest
DragonflyStats Coursera-ML,Machine Learning with Coursera,"['TeX', 'MATLAB']",305,385,238,0,5,0,https://github.com/DragonflyStats/Coursera-ML
johnmyleswhite MLNotes,Very concise notes on machine learning and statistics.,"['R', 'Shell']",101,384,9,0,0,0,https://github.com/johnmyleswhite/MLNotes
Pivotal-Open-Source-Hub StockInference-Spark,"Stock inference engine using Spring XD, Apache Geode / GemFire and Spark ML Lib.","['Java', 'Scala', 'R', 'Shell', 'CSS', 'Groovy']",196,384,118,0,3,0,https://github.com/Pivotal-Open-Source-Hub/StockInference-Spark
pmerienne trident-ml,Trident-ML : A realtime online machine learning library,['Java'],87,383,129,2,3,0,https://github.com/pmerienne/trident-ml
ndwarshuis org-ml,A functional library for org-mode,"['Emacs Lisp', 'Makefile']",20,383,1158,0,7,0,https://github.com/ndwarshuis/org-ml
uberduck-ai uberduck-ml-dev,ML models for Uberduck,"['Roff', 'Python', 'Other']",60,382,904,8,10,0,https://github.com/uberduck-ai/uberduck-ml-dev
RGF-team rgf,"Home repository for the Regularized Greedy Forest (RGF) library. It includes original implementation from the paper and multithreaded one written in C++, along with various language-specific wrappers.","['C++', 'Python', 'R', 'Jupyter Notebook', 'Logos', 'Yacc', 'Other']",58,382,484,1,9,24,https://github.com/RGF-team/rgf
kennethleungty MLOps-Specialization-Notes,Notes for Machine Learning Engineering for Production (MLOps) Specialization course by DeepLearning.AI & Andrew Ng,[],167,381,69,0,0,0,https://github.com/kennethleungty/MLOps-Specialization-Notes
mljs matrix,Matrix manipulation and computation library,['JavaScript'],55,381,412,2,33,20,https://github.com/mljs/matrix
AdicherlaVenkataSai ml-workspace,"Machine Learning (Beginners Hub), information(courses, books, cheat sheets, live sessions) related to machine learning, data science and python is available",[],106,379,34,1,0,0,https://github.com/AdicherlaVenkataSai/ml-workspace
omar-florez scratch_mlp,Explaining the Math of how neural networks learn,"['Jupyter Notebook', 'Python']",112,377,147,0,0,0,https://github.com/omar-florez/scratch_mlp
techwingslab yolov5-net,"YOLOv5 object detection with C#, ML.NET, ONNX",['C#'],107,377,57,1,3,0,https://github.com/techwingslab/yolov5-net
voided-org deepkit-ml,"The collaborative real-time open-source machine learning devtool and training suite: Experiment execution, tracking, and debugging. With server and project management tools.","['TypeScript', 'SCSS', 'HTML', 'JavaScript', 'Shell', 'CSS', 'Other']",23,375,38,0,2,0,https://github.com/voided-org/deepkit-ml
sjhwang82 AdvancedML,Reading list for the Advanced Machine Learning Course,[],72,374,347,0,0,0,https://github.com/sjhwang82/AdvancedML
mariusbrataas flowpoints_ml,An intuitive approach to creating deep learning models,"['JavaScript', 'Other']",60,372,43,20,0,0,https://github.com/mariusbrataas/flowpoints_ml
HMS-Core hms-ml-demo,"HMS ML Demo provides an example of integrating Huawei ML Kit service into applications. This example demonstrates how to integrate services provided by ML Kit, such as face detection, text recognition, image segmentation, asr, and tts.","['Java', 'Kotlin']",121,371,474,1,10,0,https://github.com/HMS-Core/hms-ml-demo
kjappelbaum awesome-chemistry-datasets,overview of datasets for ML in chemistry,[],43,371,82,4,15,0,https://github.com/kjappelbaum/awesome-chemistry-datasets
SciML SciMLSensitivity.jl,"A component of the DiffEq ecosystem for enabling sensitivity analysis for scientific machine learning (SciML). Optimize-then-discretize, discretize-then-optimize, adjoint methods, and more for ODEs, SDEs, DDEs, DAEs, etc.",['Julia'],80,370,3895,12,57,259,https://github.com/SciML/SciMLSensitivity.jl
IBM AutoMLPipeline.jl,A package that makes it trivial to create and evaluate machine learning pipeline architectures.,"['Julia', 'Python', 'Shell', 'Dockerfile']",29,370,673,3,5,37,https://github.com/IBM/AutoMLPipeline.jl
kyegomez ScreenAI,"Implementation of the ScreenAI model from the paper: ""A Vision-Language Model for UI and Infographics Understanding""",['Python'],35,369,20,5,0,0,https://github.com/kyegomez/ScreenAI
traceloop openllmetry-js,"Sister project to OpenLLMetry, but in Typescript. Open-source observability for your LLM application, based on OpenTelemetry","['TypeScript', 'JavaScript']",46,369,399,47,27,70,https://github.com/traceloop/openllmetry-js
rockita criticalML,"Toward ethical, transparent and fair AI/ML: a critical reading list for engineers, designers, and policy makers",[],25,368,23,1,0,0,https://github.com/rockita/criticalML
nuglifeleoji Factor-Research,"Advanced Quantitative Factor Research: ML-powered stock return prediction with 72% performance improvement. Features comprehensive alpha factor library, systematic feature selection, and deep learning models (LSTM+ResNet achieving IC=0.06476).","['Jupyter Notebook', 'Python']",50,368,1,0,0,0,https://github.com/nuglifeleoji/Factor-Research
nogibjj rust-mlops-template,A work in progress to build out solutions in Rust for MLOPs,"['Rust', 'Makefile', 'Dockerfile', 'Jupyter Notebook', 'Shell', 'HTML']",145,367,323,1,2,0,https://github.com/nogibjj/rust-mlops-template
facebookresearch moolib,A library for distributed ML training with PyTorch,"['C++', 'Python', 'Other']",22,367,41,0,6,1,https://github.com/facebookresearch/moolib
edgenai edgen,"⚡ Edgen: Local, private GenAI server alternative to OpenAI. No GPU required. Run AI models locally: LLMs (Llama2, Mistral, Mixtral...), Speech-to-text (whisper) and many others.","['Rust', 'Python', 'Nix', 'Shell', 'CSS', 'TypeScript', 'HTML']",20,367,315,2,7,5,https://github.com/edgenai/edgen
rcompton ml_cheat_sheet,My notes and superstitions about common machine learning algorithms,['Jupyter Notebook'],188,366,9,0,2,0,https://github.com/rcompton/ml_cheat_sheet
SummerSigh TheVrMLEyeToolbox,A repo containing several methods for near eye gaze tracking in HMDs,"['Python', 'ASP.NET']",21,365,121,0,4,0,https://github.com/SummerSigh/TheVrMLEyeToolbox
TensorOpsAI LLMstudio,Framework to bring LLM applications to production,"['Python', 'Other']",37,365,648,3,12,0,https://github.com/TensorOpsAI/LLMstudio
