Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url,languages_missing,Created,Last updated,Stars per contributor,Commits per contributor,Total changes,Community openness,Num languages,Has backend,Has frontend,Has infra,Has data,Stack breadth,Hype score
langroid langroid,Harness LLMs with Multi-Agent Programming,"['Python', 'Other']",351,3787,2343,5,41,521,https://github.com/langroid/langroid,False,2020-03-08,2022-11-30,90.2,55.8,2348,0.0021285653469561515,2,True,False,False,False,1,0
gofireflyio aiac,Artificial Intelligence Infrastructure-as-Code Generator.,"['Go', 'Ruby', 'Dockerfile']",297,3785,68,0,8,18,https://github.com/gofireflyio/aiac,False,2020-05-26,2022-12-08,420.6,7.6,68,0.0,3,True,False,True,False,2,0
cozodb cozo,"A transactional, relational-graph-vector database that uses Datalog for query. The hippocampus for AI!","['Rust', 'C++', 'C', 'Shell', 'JavaScript', 'Swift', 'Other']",123,3784,1813,0,18,19,https://github.com/cozodb/cozo,False,2020-10-25,2023-03-11,199.2,95.4,1813,0.0,7,True,True,True,False,3,0
yuruotong1 autoMate,"Like Manus, Computer Use Agent(CUA) and Omniparser, we are computer-using agents.AI-driven local automation assistant that uses natural language to make computers work by themselves",['Python'],470,3776,567,0,8,11,https://github.com/yuruotong1/autoMate,False,2020-10-12,2020-10-30,419.6,63.0,567,0.0,1,True,False,False,False,1,1
shobrook adrenaline,Chat with (and visualize) your codebase,[],314,3774,637,0,7,0,https://github.com/shobrook/adrenaline,True,2022-12-30,2024-03-05,471.8,79.6,637,0.0,0,False,False,False,False,0,0
panaversity learn-agentic-ai,"Learn Agentic AI using Dapr Agentic Cloud Ascent (DACA) Design Pattern and Agent-Native Cloud Technologies: OpenAI Agents SDK, Memory, MCP, A2A, Knowledge Graphs, Dapr, Rancher Desktop, and Kubernetes.","['Jupyter Notebook', 'Python', 'Starlark', 'HTML', 'TypeScript', 'Dockerfile']",860,3766,2076,45,16,0,https://github.com/panaversity/learn-agentic-ai,False,2019-01-09,2021-01-17,221.5,122.1,2121,0.02120640904806786,6,True,True,True,False,3,0
OpenHealthForAll open-health,"OpenHealth, AI Health Assistant | Powered by Your Data","['TypeScript', 'Other']",404,3756,273,10,8,2,https://github.com/OpenHealthForAll/open-health,False,2024-01-03,2024-07-03,417.3,30.3,283,0.035211267605633804,2,False,True,False,False,1,0
get-convex chef,The only AI app builder that knows backend,"['TypeScript', 'JavaScript', 'CSS']",716,3754,2326,15,12,1,https://github.com/get-convex/chef,False,2018-08-12,2018-12-02,288.8,178.9,2341,0.0064047822374039285,3,False,True,False,False,1,0
facebookresearch fairseq-lua,Facebook AI Research Sequence-to-Sequence Toolkit,"['Lua', 'C++', 'Python', 'Other']",611,3735,30,0,8,0,https://github.com/facebookresearch/fairseq-lua,False,2021-06-16,2022-10-09,415.0,3.3,30,0.0,4,True,False,False,False,1,0
askrella whatsapp-chatgpt,ChatGPT + DALL-E + WhatsApp = AI Assistant 🚀 🤖,"['TypeScript', 'Shell', 'Dockerfile']",915,3727,293,15,31,0,https://github.com/askrella/whatsapp-chatgpt,False,2024-02-03,2024-12-31,116.5,9.2,308,0.04854368932038835,3,False,True,True,False,2,0
olivia-ai olivia,💁‍♀️Your new best friend powered by an artificial neural network,"['Go', 'Other']",345,3722,750,0,19,13,https://github.com/olivia-ai/olivia,False,2022-12-08,2024-12-31,186.1,37.5,750,0.0,2,True,False,False,False,1,0
Lightning-AI LitServe,"Build custom inference engines for models, agents, multi-modal systems, RAG, pipelines and more.","['Python', 'Shell']",260,3720,735,4,46,40,https://github.com/Lightning-AI/LitServe,False,2020-05-02,2021-08-20,79.1,15.6,739,0.005405405405405406,2,True,False,True,False,2,1
Aidoku Aidoku,Free and open source manga reader for iOS and iPadOS,['Swift'],201,3710,979,9,172,28,https://github.com/Aidoku/Aidoku,False,2018-03-04,2020-04-04,21.4,5.7,988,0.00910010111223458,1,False,False,False,False,0,0
MCP-UI-Org mcp-ui,UI over MCP. Create next-gen UI experiences with the protocol and SDK!,"['TypeScript', 'Python', 'Ruby', 'JavaScript', 'HTML']",263,3702,292,8,20,74,https://github.com/MCP-UI-Org/mcp-ui,False,2021-05-25,2024-01-20,176.3,13.9,300,0.026578073089700997,5,True,True,False,False,2,0
modelscope ClearerVoice-Studio,"An AI-Powered Speech Processing Toolkit and Open Source SOTA Pretrained Models, Supporting Speech Enhancement, Separation, and Target Speaker Extraction, etc.","['Python', 'Shell']",297,3692,332,7,7,0,https://github.com/modelscope/ClearerVoice-Studio,False,2019-11-20,2022-09-04,461.5,41.5,339,0.020588235294117647,2,True,False,True,False,2,0
NVlabs VILA,"VILA is a family of state-of-the-art vision language models (VLMs) for diverse multimodal AI tasks across the edge, data center, and cloud.","['Python', 'Cuda', 'Shell', 'C++', 'C', 'Jinja']",308,3682,130,8,26,0,https://github.com/NVlabs/VILA,False,2022-01-24,2022-07-03,136.4,4.8,138,0.05755395683453238,6,True,False,True,False,2,0
BehaviorTree BehaviorTree.CPP,Behavior Trees Library in C++. Batteries included.,"['C++', 'CMake', 'Other']",784,3681,1533,11,131,28,https://github.com/BehaviorTree/BehaviorTree.CPP,False,2022-06-22,2023-07-27,27.9,11.6,1544,0.007119741100323625,3,True,False,False,False,1,0
GanymedeNil document.ai,基于向量数据库与GPT3.5的通用本地知识库方案(A universal local knowledge base solution based on vector database and GPT3.5),"['Python', 'HTML']",326,3680,16,0,3,0,https://github.com/GanymedeNil/document.ai,False,2023-11-23,2024-06-07,920.0,4.0,16,0.0,2,True,True,False,False,2,0
HKUDS AI-Researcher,"[NeurIPS2025] ""AI-Researcher: Autonomous Scientific Innovation"" -- A production-ready version: https://novix.science/chat","['Python', 'Other']",433,3673,35,5,4,0,https://github.com/HKUDS/AI-Researcher,False,2019-05-26,2021-03-15,734.6,7.0,40,0.12195121951219512,2,True,False,False,False,1,0
hemansnation AI-Engineer-Headquarters,"A collection of scientific methods, processes, algorithms, and systems to build stories & models.","['Jupyter Notebook', 'Python', 'Other']",703,3665,215,7,4,0,https://github.com/hemansnation/AI-Engineer-Headquarters,False,2019-01-20,2021-12-25,733.0,43.0,222,0.03139013452914798,3,True,False,False,False,1,0
didi xiaoju-survey,"XIAOJUSURVEY is an enterprises form builder and analytics platform that allows users to create questionnaires, exams, polls, quizzes, and analyze data online.","['TypeScript', 'Vue', 'JavaScript', 'SCSS', 'HTML', 'Dockerfile']",491,3662,454,9,36,0,https://github.com/didi/xiaoju-survey,False,2019-02-09,2020-03-13,99.0,12.3,463,0.01939655172413793,6,False,True,True,False,2,0
x-cmd x-cmd,x-cmd: Bootstrap 1000+ command line tools in seconds.,['Shell'],109,3655,337,1,6,95,https://github.com/x-cmd/x-cmd,False,2019-06-02,2019-08-18,522.1,48.1,338,0.0029498525073746312,1,False,False,True,False,1,0
PlexPt chatgpt-java,"ChatGPT Java SDK。支持 GPT-4o、 GPT-5 API。开箱即用。An unofficial Java SDK for seamless integration with ChatGPT's GPT-5 and GPT-4 APIs. Ready-to-use, simple setup, and efficient for building AI-powered applications.",['Java'],709,3639,245,15,10,24,https://github.com/PlexPt/chatgpt-java,False,2019-04-21,2019-08-22,330.8,22.3,260,0.05747126436781609,1,True,False,False,False,1,0
NVIDIA GenerativeAIExamples,Generative AI reference workflows optimized for accelerated infrastructure and microservice architecture.,"['Jupyter Notebook', 'Python', 'TypeScript', 'JavaScript', 'Shell', 'HTML', 'Other']",924,3637,316,34,80,8,https://github.com/NVIDIA/GenerativeAIExamples,False,2023-06-24,2023-09-06,44.9,3.9,350,0.09686609686609686,7,True,True,True,False,3,1
vijishmadhavan ArtLine,A Deep Learning based project for creating line art portraits.,"['Jupyter Notebook', 'Python']",380,3635,191,1,0,0,https://github.com/vijishmadhavan/ArtLine,False,2022-07-27,2022-12-10,3635.0,191.0,192,0.0051813471502590676,2,True,False,False,False,1,0
eseckel ai-for-grant-writing,A curated list of resources for using LLMs to develop more competitive grant applications.,['Python'],465,3630,31,3,4,0,https://github.com/eseckel/ai-for-grant-writing,False,2023-03-09,2024-10-30,726.0,6.2,34,0.08571428571428572,1,True,False,False,False,1,0
RunanywhereAI runanywhere-sdks,Production ready toolkit to run AI locally,"['Kotlin', 'Swift', 'Dart', 'Shell', 'C', 'C++']",85,3623,641,11,6,0,https://github.com/RunanywhereAI/runanywhere-sdks,False,2021-12-31,2024-04-15,517.6,91.6,652,0.016845329249617153,6,True,False,True,False,2,0
latitude-dev latitude-llm,"Latitude is the open-source prompt engineering platform to build, evaluate, and refine your prompts with AI","['TypeScript', 'Python', 'JavaScript', 'Dockerfile', 'CSS', 'PLpgSQL']",263,3622,3159,14,30,16,https://github.com/latitude-dev/latitude-llm,False,2019-12-15,2021-04-27,116.8,101.9,3173,0.004410838059231254,6,True,True,True,True,4,0
twinnydotdev twinny,"The most no-nonsense, locally or API-hosted AI code completion plugin for Visual Studio Code - like GitHub Copilot but 100% free.","['TypeScript', 'CSS', 'JavaScript']",216,3621,1407,1,32,57,https://github.com/twinnydotdev/twinny,False,2018-03-24,2018-08-08,109.7,42.6,1408,0.0007097232079489,3,False,True,False,False,1,0
microsoft PhiCookBook,"This is a Phi Family of SLMs book for getting started with Phi Models. Phi a family of open sourced AI models developed by Microsoft. Phi models are the most capable and cost-effective small language models (SLMs) available, outperforming models of the same size and next size up across a variety of language, reasoning, coding, and math benchmarks","['Jupyter Notebook', 'Python', 'C#', 'JavaScript', 'Kotlin', 'TypeScript']",473,3614,820,6,40,0,https://github.com/microsoft/PhiCookBook,False,2021-03-14,2021-05-02,88.1,20.0,826,0.007255139056831923,6,True,True,False,False,2,0
cbamls AI_Tutorial,精选机器学习，NLP，图像识别， 深度学习等人工智能领域学习资料，搜索，推荐，广告系统架构及算法技术资料整理。算法大牛笔记汇总,[],514,3605,14369,0,0,0,https://github.com/cbamls/AI_Tutorial,True,2024-11-09,2024-12-31,3605.0,14369.0,14369,0.0,0,False,False,False,False,0,0
whoiskatrin chart-gpt,AI tool to build charts based on text input,"['TypeScript', 'CSS', 'JavaScript']",350,3601,327,1,17,0,https://github.com/whoiskatrin/chart-gpt,False,2023-03-17,2023-11-25,200.1,18.2,328,0.00303951367781155,3,False,True,False,False,1,0
zhaoyingjun chatbot,"Chatbot继续沿着LLM前进，近期更新小参数量SLM的和训练脚本，支持本地训练。新增ChatAgent,实现各种有实际场景价值的Agent实现。","['Python', 'CSS', 'SCSS', 'JavaScript', 'HTML']",1023,3588,104,0,0,0,https://github.com/zhaoyingjun/chatbot,False,2023-08-11,2024-12-31,3588.0,104.0,104,0.0,5,True,True,False,False,2,0
Dataherald dataherald,"Interact with your SQL database, Natural Language to SQL using LLMs","['Python', 'TypeScript', 'JavaScript', 'Dockerfile', 'Shell', 'CSS', 'Other']",259,3588,936,10,19,9,https://github.com/Dataherald/dataherald,False,2018-02-20,2019-09-05,179.4,46.8,946,0.010559662090813094,7,True,True,True,False,3,0
claraverse-space ClaraVerse,"ClaraVerse is a privacy-first, fully local AI workspace featuring a Local LLM chat powered by LLama.cpp, along with support for any provider, tool calling, agent building, Stable Diffusion, and n8n-style automation. It requires no backend or API keys—just your stack and machine.","['TypeScript', 'JavaScript', 'Python', 'Metal', 'HTML', 'CSS', 'Other']",401,3583,779,5,12,31,https://github.com/claraverse-space/ClaraVerse,False,2019-11-16,2021-12-11,275.6,59.9,784,0.006369426751592357,7,True,True,False,False,2,1
opendilab DI-engine,OpenDILab Decision AI Engine. The Most Comprehensive Reinforcement Learning Framework B.P.,"['Python', 'Other']",420,3552,854,13,54,22,https://github.com/opendilab/DI-engine,False,2019-12-18,2021-06-16,64.6,15.5,867,0.014976958525345621,2,True,False,False,False,1,0
CursorTouch Windows-MCP,MCP Server for Computer Use in Windows,['Python'],416,3552,146,0,10,3,https://github.com/CursorTouch/Windows-MCP,False,2022-01-09,2024-07-18,322.9,13.3,146,0.0,1,True,False,False,False,1,0
cs-lazy-tools ChatGPT-On-CS,基于大模型的智能对话客服工具，支持微信、拼多多、千牛、哔哩哔哩、抖音企业号、抖音、抖店、微博聊天、小红书专业号运营、小红书、知乎等平台接入，可选择 GPT3.5/GPT4.0/ 懒人百宝箱 （后续会支持更多平台），能处理文本、语音和图片，通过插件访问操作系统和互联网等外部资源，支持基于自有知识库定制企业 AI 应用。,"['TypeScript', 'JavaScript', 'SCSS', 'Other']",436,3545,135,0,4,21,https://github.com/cs-lazy-tools/ChatGPT-On-CS,False,2019-03-25,2020-10-25,709.0,27.0,135,0.0,4,False,True,False,False,1,0
GoogleCloudPlatform agent-starter-pack,"A collection of production-ready Generative AI Agent templates built for Google Cloud. It accelerates development by providing a holistic, production-ready solution, addressing common challenges (Deployment & Operations, Evaluation, Customization, Observability) in building and deploying GenAI agents.","['Python', 'Jupyter Notebook', 'HCL', 'TypeScript', 'SCSS', 'Makefile', 'Other']",1021,3536,500,3,14,40,https://github.com/GoogleCloudPlatform/agent-starter-pack,False,2020-05-30,2020-07-17,235.7,33.3,503,0.005952380952380952,7,True,True,False,False,2,1
sentient-agi OML-1.0-Fingerprinting,"OML 1.0 via Fingerprinting: Open, Monetizable, and Loyal AI","['Python', 'Dockerfile']",237,3535,18,7,6,1,https://github.com/sentient-agi/OML-1.0-Fingerprinting,False,2019-05-03,2021-11-04,505.0,2.6,25,0.2692307692307692,2,True,False,True,False,2,0
daveebbelaar ai-cookbook,Examples and tutorials to help developers build AI systems,"['Python', 'Dockerfile']",1228,3527,116,6,2,0,https://github.com/daveebbelaar/ai-cookbook,False,2022-12-29,2024-12-01,1175.7,38.7,122,0.04878048780487805,2,True,False,True,False,2,0
minimaxir simpleaichat,"Python package for easily interfacing with chat apps, with robust features and minimal code complexity.",['Python'],231,3521,136,6,11,6,https://github.com/minimaxir/simpleaichat,False,2023-09-13,2024-05-30,293.4,11.3,142,0.04195804195804196,1,True,False,False,False,1,0
PaddlePaddle awesome-DeepLearning,"深度学习入门课、资深课、特色课、学术案例、产业实践案例、深度学习知识百科及面试题库The course, case and knowledge of Deep Learning and AI","['Jupyter Notebook', 'Python', 'C++', 'Shell', 'MATLAB', 'CMake']",857,3521,1229,400,49,0,https://github.com/PaddlePaddle/awesome-DeepLearning,False,2023-11-13,2024-11-02,70.4,24.6,1629,0.24539877300613497,6,True,False,True,False,2,0
cocoindex-io cocoindex,"Data transformation framework for AI. Ultra performant, with incremental processing. 🌟 Star if you like it!","['Rust', 'Python', 'Handlebars']",283,3497,1053,7,47,119,https://github.com/cocoindex-io/cocoindex,False,2022-04-24,2024-01-21,72.9,21.9,1060,0.006597549481621112,3,True,False,False,False,1,0
rashadphz farfalle,🔍 AI search engine - self-host with local or cloud LLMs,"['TypeScript', 'Python', 'Dockerfile', 'CSS', 'JavaScript', 'Mako', 'Shell']",323,3489,258,9,5,0,https://github.com/rashadphz/farfalle,False,2024-01-11,2024-12-31,581.5,43.0,267,0.033582089552238806,7,True,True,True,False,3,0
SkalskiP make-sense,Free to use online tool for labelling photos. https://makesense.ai,"['TypeScript', 'SCSS', 'Other']",583,3483,489,19,16,13,https://github.com/SkalskiP/make-sense,False,2018-09-07,2021-06-12,204.9,28.8,508,0.03732809430255403,3,False,True,False,False,1,0
JetBrains koog,"Koog is the official Kotlin framework for building predictable, fault-tolerant and enterprise-ready AI agents across all platforms – from backend services to Android and iOS, JVM, and even in-browser environments. Koog is based on our AI products expertise and provides proven solutions for complex LLM and AI problems","['Kotlin', 'Other']",267,3481,685,84,98,11,https://github.com/JetBrains/koog,False,2019-11-05,2022-05-23,35.2,6.9,769,0.10909090909090909,2,False,False,False,False,0,1
YunYouJun air-conditioner,❄️ Yun Portable Air Conditoner. 云空调，便携小空调，为你的夏日带去清凉！,"['TypeScript', 'SCSS', 'HTML', 'Other']",477,3475,107,0,12,0,https://github.com/YunYouJun/air-conditioner,False,2019-03-14,2020-12-13,267.3,8.2,107,0.0,4,False,True,False,False,1,0
microsoft tensorwatch,"Debugging, monitoring and visualization for Python Machine Learning and Data Science","['Jupyter Notebook', 'Python']",361,3467,123,0,14,0,https://github.com/microsoft/tensorwatch,False,2023-12-06,2024-12-31,231.1,8.2,123,0.0,2,True,False,False,False,1,0
TJU-DRL-LAB AI-Optimizer,The next generation deep reinforcement learning tookit,"['Python', 'Cython', 'Other']",596,3461,373,1,9,0,https://github.com/TJU-DRL-LAB/AI-Optimizer,False,2020-02-10,2021-10-13,346.1,37.3,374,0.0026666666666666666,3,True,False,False,False,1,0
entropy-research Devon,Devon: An open-source pair programmer,"['Python', 'TypeScript', 'CSS', 'JavaScript', 'Shell', 'Dockerfile']",283,3459,879,0,13,0,https://github.com/entropy-research/Devon,False,2018-09-25,2020-12-11,247.1,62.8,879,0.0,6,True,True,True,False,3,0
apache incubator-kie-optaplanner,"AI constraint solver in Java to optimize the vehicle routing problem, employee rostering, task assignment, maintenance scheduling, conference scheduling and other planning problems.","['Java', 'FreeMarker', 'Groovy', 'Shell', 'JavaScript', 'Batchfile']",965,3444,9038,25,141,0,https://github.com/apache/incubator-kie-optaplanner,False,2023-06-08,2024-12-31,24.3,63.6,9063,0.0027581641659311564,6,True,True,True,False,3,0
baserow baserow,"Build databases, automations, apps & agents with AI — no code. Open source platform available on cloud and self-hosted. GDPR, HIPAA, SOC 2 compliant. Best Airtable alternative.","['Python', 'Vue', 'JavaScript', 'SCSS', 'HTML', 'MDX', 'Other']",442,3436,6474,44,50,2,https://github.com/baserow/baserow,False,2020-12-13,2021-06-18,67.4,126.9,6518,0.006749501457278723,7,True,True,False,False,2,1
sugarforever chat-ollama,ChatOllama is an open-source AI chatbot that brings cutting-edge language models to your fingertips while keeping your data private and secure.,"['TypeScript', 'Vue', 'SCSS', 'Other']",564,3435,895,0,22,0,https://github.com/sugarforever/chat-ollama,False,2018-08-24,2021-05-04,149.3,38.9,895,0.0,4,False,True,False,False,1,1
HelixDB helix-db,HelixDB is an open-source graph-vector database built from scratch in Rust.,"['Rust', 'Haxe', 'Other']",170,3434,2221,14,21,149,https://github.com/HelixDB/helix-db,False,2019-01-24,2020-07-24,156.1,101.0,2235,0.006261180679785331,3,True,False,False,False,1,0
HuaizhengZhang AI-Infra-from-Zero-to-Hero,"🚀 Awesome System for Machine Learning ⚡️ AI System Papers and Industry Practice. ⚡️ System for Machine Learning, LLM (Large Language Model), GenAI (Generative AI). 🍻 OSDI, NSDI, SIGCOMM, SoCC, MLSys, etc. 🗃️ Llama3, Mistral, etc. 🧑‍💻 Video Tutorials.",[],349,3432,513,1,24,0,https://github.com/HuaizhengZhang/AI-Infra-from-Zero-to-Hero,True,2020-02-02,2022-01-26,137.3,20.5,514,0.001941747572815534,0,False,False,False,False,0,0
jamesmurdza awesome-ai-devtools,Curated list of AI-powered developer tools.,[],416,3426,273,27,66,0,https://github.com/jamesmurdza/awesome-ai-devtools,True,2023-01-23,2024-12-31,51.1,4.1,300,0.08970099667774087,0,False,False,False,False,0,0
data-science-on-aws data-science-on-aws,"AI and Machine Learning with Kubeflow, Amazon EKS, and SageMaker","['Jupyter Notebook', 'Python', 'HTML', 'Scala', 'Java', 'Shell', 'Other']",1091,3423,3376,1,14,0,https://github.com/data-science-on-aws/data-science-on-aws,False,2024-09-14,2024-12-31,228.2,225.1,3377,0.0002960331557134399,7,True,True,True,False,3,0
srcbookdev srcbook,TypeScript-centric app development platform: notebook and AI app builder,"['TypeScript', 'CSS', 'JavaScript', 'Other']",314,3420,588,7,16,0,https://github.com/srcbookdev/srcbook,False,2019-09-16,2021-05-25,201.2,34.6,595,0.01174496644295302,4,False,True,False,False,1,0
BlinkDL AI-Writer,AI 写小说，生成玄幻和言情网文等等。中文预训练生成模型。采用我的 RWKV 模型，类似 GPT-2 。AI写作。RWKV for Chinese novel generation.,"['Python', 'JavaScript', 'HTML', 'Batchfile']",544,3416,202,0,3,8,https://github.com/BlinkDL/AI-Writer,False,2021-06-06,2022-07-24,854.0,50.5,202,0.0,4,True,True,False,False,2,0
dair-ai ML-Notebooks,🔥 Machine Learning Notebooks,"['Jupyter Notebook', 'Other']",534,3415,119,1,4,0,https://github.com/dair-ai/ML-Notebooks,False,2019-08-01,2022-01-19,683.0,23.8,120,0.008264462809917356,2,False,False,False,False,0,0
mcmonkeyprojects SwarmUI,"SwarmUI (formerly StableSwarmUI), A Modular Stable Diffusion Web-User-Interface, with an emphasis on making powertools easily accessible, high performance, and extensibility.","['C#', 'JavaScript', 'HTML', 'Python', 'CSS', 'Shell', 'Other']",335,3414,4193,1,68,9,https://github.com/mcmonkeyprojects/SwarmUI,False,2023-10-24,2024-04-03,49.5,60.8,4194,0.00023837902264600716,7,True,True,True,False,3,0
flydelabs flyde,"Open-source Visual programming for backend logic that integrates with existing codebases. Flyde bridges the gap between technical and non-technical team members. Product managers, designers, and backend developers can collaborate on the same visual flows.","['TypeScript', 'JavaScript', 'SCSS', 'CSS', 'MDX', 'HTML']",151,3414,521,1,11,15,https://github.com/flydelabs/flyde,False,2019-03-11,2019-12-05,284.5,43.4,522,0.0019120458891013384,6,False,True,False,False,1,0
pashpashpash vault-ai,"OP Vault ChatGPT: Give ChatGPT long-term memory using the OP Stack (OpenAI + Pinecone Vector Database). Upload your own custom knowledge base files (PDF, txt, epub, etc) using a simple React frontend.","['JavaScript', 'Go', 'Less', 'HTML', 'Shell']",304,3405,41,4,5,0,https://github.com/pashpashpash/vault-ai,False,2023-11-21,2024-12-31,567.5,6.8,45,0.08695652173913043,5,True,True,True,False,3,0
moondevonyt moon-dev-ai-agents,autonomous ai agents for trading in python,"['Python', 'HTML']",1501,3403,321,11,2,0,https://github.com/moondevonyt/moon-dev-ai-agents,False,2020-02-03,2022-07-27,1134.3,107.0,332,0.03303303303303303,2,True,True,False,False,2,1
CyberAlbSecOP Awesome_GPT_Super_Prompting,"ChatGPT Jailbreaks, GPT Assistants Prompt Leaks, GPTs Prompt Injection, LLM Prompt Security, Super Prompts, Prompt Hack, Prompt Security, Ai Prompt Engineering, Adversarial Machine Learning.",['HTML'],430,3403,284,0,5,0,https://github.com/CyberAlbSecOP/Awesome_GPT_Super_Prompting,False,2021-08-22,2022-03-14,567.2,47.3,284,0.0,1,False,True,False,False,1,0
smallcloudai refact,"AI Agent that handles engineering tasks end-to-end: integrates with developers’ tools, plans, executes, and iterates until it achieves a successful result.","['Rust', 'TypeScript', 'Python', 'JavaScript', 'CSS', 'HTML', 'Other']",298,3399,6975,19,28,20,https://github.com/smallcloudai/refact,False,2023-11-16,2024-12-31,117.2,240.5,6994,0.0027162258756254468,7,True,True,False,False,2,0
ben1234560 AiLearning-Theory-Applying,快速上手AI理论及应用实战：基础知识、Transformer、NLP、ML、DL、竞赛。含大量注释及数据集，力求每一位能看懂并复现。,"['Jupyter Notebook', 'Python']",470,3398,693,0,2,0,https://github.com/ben1234560/AiLearning-Theory-Applying,False,2021-09-20,2024-01-08,1132.7,231.0,693,0.0,2,True,False,False,False,1,0
Minidoracat mcp-feedback-enhanced,"Enhanced MCP server for interactive user feedback and command execution in AI-assisted development, featuring dual interface support (Web UI and Desktop Application) with intelligent environment detection and cross-platform compatibility.","['JavaScript', 'Python', 'HTML', 'CSS', 'Other']",292,3396,290,4,10,35,https://github.com/Minidoracat/mcp-feedback-enhanced,False,2024-10-18,2024-12-31,308.7,26.4,294,0.013559322033898305,5,True,True,False,False,2,0
morphik-org morphik-core,The most accurate document search and store for building AI apps,"['Python', 'TypeScript', 'Shell', 'Other']",283,3395,740,8,19,0,https://github.com/morphik-org/morphik-core,False,2019-03-23,2019-11-27,169.8,37.0,748,0.010680907877169559,4,True,True,True,False,3,0
agentheroes agentheroes,"Generate, animate and schedule your AI characters 🤖","['TypeScript', 'Other']",74,3385,88,0,30,1,https://github.com/agentheroes/agentheroes,False,2023-07-11,2024-12-31,109.2,2.8,88,0.0,2,False,True,False,False,1,0
TracecatHQ tracecat,"All-in-one AI automation platform (workflows, agents, cases, tables) for security, IT, and infra teams.","['Python', 'TypeScript', 'SCSS', 'Shell', 'JavaScript', 'Dockerfile']",315,3383,4037,11,39,227,https://github.com/TracecatHQ/tracecat,False,2021-08-24,2022-03-07,84.6,100.9,4048,0.002716720177821684,6,True,True,True,False,3,2
KoljaB RealtimeVoiceChat,"Have a natural, spoken conversation with AI!","['Python', 'JavaScript', 'HTML', 'Dockerfile', 'Other']",377,3378,33,1,2,0,https://github.com/KoljaB/RealtimeVoiceChat,False,2018-09-06,2020-07-26,1126.0,11.0,34,0.02857142857142857,5,True,True,True,False,3,0
OvidijusParsiunas deep-chat,Fully customizable AI chatbot component for your website,"['TypeScript', 'MDX', 'JavaScript', 'CSS', 'Java', 'Elixir', 'Other']",412,3373,1190,4,11,46,https://github.com/OvidijusParsiunas/deep-chat,False,2018-06-15,2021-06-12,281.1,99.2,1194,0.0033472803347280333,7,True,True,False,False,2,1
facebookresearch habitat-sim,"A flexible, high-performance 3D simulator for Embodied AI research.","['C++', 'Python', 'CMake', 'GLSL', 'Shell', 'Cuda']",499,3366,1639,56,52,28,https://github.com/facebookresearch/habitat-sim,False,2021-09-20,2023-06-20,63.5,30.9,1695,0.0330188679245283,6,True,False,True,False,2,0
BoCloud folib,"全语言制品仓库，涵盖npm、Maven、PyPi、Docker、Gradle、SBT、Cocoapods、Swift、RPM、Debian、PHP、Go、Pub、Ivy、NuGet、Conda、Cargo、Conan、Yarn、GitLFS、Helm、OHPM等主流工具,涵盖Huggingface 等主流AI模型仓库的代理与同步","['Java', 'JavaScript', 'Shell', 'Dockerfile', 'Twig', 'HTML']",203,3365,51,0,2,1,https://github.com/BoCloud/folib,False,2020-10-16,2022-08-18,1121.7,17.0,51,0.0,6,True,True,True,False,3,0
Lagrange-Labs deep-prove,Framework to prove inference of ML models blazingly fast,"['Rust', 'Python', 'Other']",73,3357,950,5,37,0,https://github.com/Lagrange-Labs/deep-prove,False,2019-06-26,2022-01-24,88.3,25.0,955,0.005230125523012552,3,True,False,False,False,1,0
ngc660sec NGCBot,一个基于✨HOOK机制的微信机器人，支持🌱安全新闻定时推送【FreeBuf，先知，安全客，奇安信攻防社区】，👯Kfc文案，⚡漏洞查询，⚡手机号归属地查询，⚡知识库查询，🎉星座查询，⚡天气查询，🌱摸鱼日历，⚡微步威胁情报查询， 🐛视频，⚡图片，👯帮助菜单。📫 支持积分功能，⚡支持自动拉人，，🌱自动群发，👯Ai回复（国内主流AI模型，扣子，FastGpt，Dify全面支持！），⚡视频号解析，😄自定义程度丰富，小白也可轻松上手！,[],480,3342,1,0,2,0,https://github.com/ngc660sec/NGCBot,True,2020-01-29,2020-08-14,1114.0,0.3,1,0.0,0,False,False,False,False,0,0
dathere qsv,Blazing-fast Data-Wrangling toolkit,"['Rust', 'Shell', 'Jupyter Notebook', 'PowerShell', 'JavaScript', 'Elvish', 'Other']",94,3340,14332,0,72,216,https://github.com/dathere/qsv,False,2023-10-30,2024-12-31,45.8,196.3,14332,0.0,7,True,True,True,False,3,0
pollinations pollinations,Your Friendly Open-Source Gen-AI Platform,"['JavaScript', 'TypeScript', 'Python', 'CSS', 'Shell', 'HTML', 'Other']",449,3332,6395,24,142,0,https://github.com/pollinations/pollinations,False,2023-12-21,2024-12-31,23.3,44.7,6419,0.003738317757009346,7,True,True,True,False,3,0
eosphoros-ai Awesome-Text2SQL,"Curated tutorials and resources for Large Language Models, Text2SQL, Text2DSL、Text2API、Text2Vis and more.",[],229,3329,120,0,17,0,https://github.com/eosphoros-ai/Awesome-Text2SQL,True,2020-03-07,2020-07-26,184.9,6.7,120,0.0,0,False,False,False,False,0,0
